@RELATION spam
@ATTRIBUTE avg_RTs REAL
@ATTRIBUTE avg_favs REAL
@ATTRIBUTE bigram_control REAL
@ATTRIBUTE favorites REAL
@ATTRIBUTE followers REAL
@ATTRIBUTE friends REAL
@ATTRIBUTE geo_enabled REAL
@ATTRIBUTE mentions REAL
@ATTRIBUTE num_RTs REAL
@ATTRIBUTE num_hapexes REAL
@ATTRIBUTE num_hashtags REAL
@ATTRIBUTE num_links REAL
@ATTRIBUTE pct_hapexes REAL
@ATTRIBUTE screen_name_len REAL
@ATTRIBUTE status_count REAL
@ATTRIBUTE time_diff REAL
@ATTRIBUTE unigram_nospam REAL
@ATTRIBUTE unigram_spam REAL
@ATTRIBUTE unigram_total REAL
@ATTRIBUTE unique_bigrams REAL
@ATTRIBUTE Spam {True, False}
@DATA
0.0,0.0,25.4703795686,0,205,166,0,0,0,60,0,4,0.19801980198,12,3318,0,81.8264290175,79.9797404821,81.9123992708,0.952380952381, True
0.45,1.4,33.3642523862,34,1003,1612,0,0,0,37,0,10,0.103641456583,8,87,8,82.9644805003,79.7337856339,81.4521976963,0.867283950617, True
3.3,0.0,56.4968350603,91,1504,1060,0,2,0,97,18,19,0.205073995772,11,52167,0,113.444545106,113.014977118,115.192852621,0.837471783296, True
116.35,0.05,82.7069836701,58751,1972,2132,1,1,0,58,26,14,0.118367346939,9,116532,0,121.421320617,123.13830765,123.597446538,0.741935483871, True
0.0,0.0,35.6357373318,0,57,18,0,0,0,47,2,21,0.114077669903,15,1523,11,78.3084696987,75.5631433194,77.0508192407,0.855227882038, True
0.05,0.05,89.1357692546,0,1627,561,0,1,0,30,48,20,0.0647948164147,11,18412,0,146.521923205,145.983544493,147.127755605,0.60407239819, True
214.45,0.2,21.8325538714,840,97,85,1,1,0,25,2,2,0.117924528302,10,11887,2,59.0239335835,56.6411082291,58.1022421895,0.875, True
87.45,0.25,52.1063794063,5,961,1133,0,0,0,81,12,15,0.162977867203,14,466,21,110.085507744,107.620290318,110.046101336,0.816810344828, True
298.8,0.0,74.1565045311,804,287,976,1,3,0,65,31,9,0.143805309735,11,9116,40,113.101588964,114.011177385,115.034276952,0.746478873239, True
1.65,1.45,55.8460792837,19,147,145,0,1,0,57,22,7,0.134433962264,15,69,50,114.826341329,111.563420456,114.201338888,0.755667506297, True
0.75,0.1,73.8246854946,4127,14212,14817,0,4,0,47,20,17,0.109813084112,9,17637,0,129.647596102,127.504899618,129.134826345,0.733333333333, True
26.9,0.1,53.3726958674,6558,2455,2701,1,1,0,36,15,6,0.12,10,20831,1,95.2630501155,92.2959195106,94.411597723,0.81654676259, True
1.25,0.0,46.2802052031,23,14,72,0,1,0,44,11,9,0.143790849673,14,131,3,80.8975427067,79.2152739901,80.8827750474,0.85, True
0.0,0.2,28.810345443,131,31,62,0,0,0,61,22,18,0.194267515924,12,225,25,57.847446107,57.1508205146,58.4220641325,0.861818181818, True
5.4,0.15,36.5844463994,510,988,583,0,1,0,43,12,20,0.119777158774,15,10638,5,62.6393936525,61.5060089812,62.4823948858,0.734375, True
0.55,0.15,41.4978733751,556,62001,43706,0,1,0,29,33,3,0.104316546763,9,128851,0,90.1557086642,85.1439808178,87.1696958226,0.701960784314, True
8.4,0.45,33.8394926136,4853,414,262,1,1,0,40,1,0,0.15037593985,12,10146,1,86.2454138706,83.0965012894,85.4451090443,0.917355371901, True
70.85,0.0,43.6113496444,3493,239,198,0,1,0,90,5,9,0.191489361702,15,3031,0,99.8485760174,97.9220788677,100.427387757,0.871264367816, True
433.0,0.0,65.2957124915,1664,79,307,0,1,1,74,13,9,0.138576779026,8,5163,1,133.289861518,130.457824019,133.032328487,0.855445544554, True
5.1,0.4,47.5973062198,71,695,1025,1,0,0,96,23,15,0.205128205128,10,1599,8,100.744614168,98.934719803,101.333406598,0.854838709677, True
26.4,0.0,70.5486201239,58,10285,5635,0,1,0,74,36,21,0.154488517745,13,4472,1,128.638175548,126.723983669,129.30718516,0.790286975717, True
49.4,0.1,81.7077490541,1494,52931,36807,0,0,0,68,50,19,0.128787878788,10,33672,1,129.562697115,128.812907765,130.508661427,0.840319361277, True
2.25,1.0,32.4918467838,8330,2172,2069,0,3,0,91,11,5,0.204494382022,13,10132,1,76.9196440765,75.0229965458,77.0701963159,0.945273631841, True
0.15,0.1,71.2664126656,0,8723,2981,0,0,0,18,23,22,0.0396475770925,13,508,8,117.167014966,113.655898343,114.79067664,0.495327102804, True
0.0,0.0,49.5600570423,0,11,14,0,0,0,38,0,19,0.0896226415094,14,241,37,98.4694667621,95.0665888798,96.7667211687,0.798982188295, True
0.0,0.25,46.6976939716,1572,657,584,0,0,0,25,2,1,0.0822368421053,14,5717,2,102.597083433,97.6623016097,99.8782502405,0.872340425532, True
0.3,0.1,106.334998384,548,2000,2087,0,1,0,42,129,16,0.0754039497307,10,6231,1,170.317183786,163.82244243,166.692081921,0.493457943925, True
0.25,0.2,33.7937227213,0,11474,11811,0,0,0,50,13,20,0.125944584383,12,7572,2,78.6972096581,77.5928743553,78.8175282742,0.874651810585, True
1.3,0.75,70.8884760298,58,1014,675,0,1,0,58,17,9,0.128035320088,9,1640,9,143.73145859,140.274773708,143.254465136,0.853488372093, True
59.25,7.75,48.7030708081,3,47298,43161,0,1,0,7,0,3,0.0833333333333,13,134,88,94.828515409,91.4228026982,93.3016393638,0.792207792208, True
0.2,0.25,22.8061914779,1022,226,379,0,0,0,13,0,1,0.077380952381,13,627,40,64.4903932576,61.2642336231,62.7024979693,0.986394557823, True
1066.45,0.1,30.8074470612,33,613,579,1,0,0,16,2,2,0.0869565217391,15,5666,3,60.6439693405,60.6570196381,61.0036388654,0.672839506173, True
1.75,0.1,48.2562092517,2684,3027,2876,0,1,0,85,15,15,0.198598130841,9,5361,1,105.712195684,102.427559227,105.304050262,0.819095477387, True
1.4,0.15,39.953481781,8,562,480,1,0,0,53,8,12,0.124705882353,12,1102,24,77.6694754516,75.0726707437,76.5103503587,0.782383419689, True
0.4,0.25,45.3948496663,1,66,77,0,0,0,70,37,19,0.17199017199,14,199,30,101.588318361,98.9762623337,101.279331715,0.777188328912, True
0.1,0.1,99.0398597733,0,289,22,0,0,0,2,68,20,0.00401606425703,15,27278,3,161.038588422,156.460775088,158.15688607,0.266247379455, True
16.05,0.0,55.6922174461,2173,99,241,0,1,0,74,15,1,0.219584569733,15,7402,0,120.498164041,119.721225614,122.982731046,0.844936708861, True
311.1,0.0,62.6205220284,58,166,459,0,1,0,26,37,7,0.0573951434879,15,5115,1,99.7079318931,99.3783596291,99.7700359999,0.752941176471, True
1799.6,0.05,47.4511106173,877,363,1279,0,1,0,62,3,4,0.191950464396,12,4088,3,87.6895940651,87.0377991745,88.9431527173,0.855704697987, True
0.0,0.1,45.216380169,0,40,66,0,0,0,37,9,17,0.140684410646,12,81,24,79.925249127,79.3297738606,80.4375263678,0.845833333333, True
0.0,0.0,34.8040209998,1,18,50,0,0,0,28,0,20,0.0861538461538,14,335,20,59.9282127908,59.2396761162,59.7699527176,0.621527777778, True
6.2,0.0,59.3360857255,0,58,11,0,0,0,54,25,15,0.184300341297,15,12720,0,94.2914934961,94.8539880628,96.4082208109,0.786764705882, True
6.15,0.15,69.5464258881,782,575,537,1,2,0,42,13,13,0.0858895705521,9,5344,1,126.317423807,121.876909924,124.155199942,0.725108225108, True
667.75,0.0,54.0847065074,841,2153,2089,0,1,1,83,23,5,0.175847457627,8,75049,0,109.765562374,107.710824236,110.216794912,0.848072562358, True
43.3333333333,0.0555555555556,50.2343808783,6682,1557,1994,1,0,0,43,2,1,0.129518072289,15,2969,1,93.4043019858,90.6068829883,92.8498701174,0.85993485342, True
22.5555555556,10.6666666667,58.9400396687,59,20210,230,0,0,0,39,0,12,0.0913348946136,12,17283,161,118.339120817,115.184445331,116.869314739,0.865336658354, True
0.0,0.0,44.0709245997,0,7,8,0,1,0,27,6,8,0.129186602871,14,10,915,76.3023921824,77.0359569272,77.4522781904,0.842105263158, True
10.25,0.0,59.0844716111,2964,318,430,1,0,0,67,2,2,0.12523364486,15,5042,3,155.073768917,148.009237731,151.998018762,0.885826771654, True
5.75,0.7,77.6227980095,2029,170921,1378,1,2,0,43,12,10,0.0988505747126,15,51304,0,137.478093921,133.576720066,136.263467327,0.74818401937, True
8.35,9.45,62.9194300193,3533,5419,1204,0,1,0,53,11,4,0.115720524017,11,1306,0,134.320392404,128.786970337,131.880623969,0.810623556582, True
839.75,0.0,47.359622875,1261,722,577,1,0,0,43,3,5,0.130699088146,14,13945,4,84.4445976769,82.9750098853,84.5309052337,0.831683168317, True
0.2,0.0,86.2663108498,374,282,520,0,0,0,55,49,20,0.114583333333,15,816,4,152.620872605,150.182276432,152.373722103,0.757641921397, True
23.4,1.0,43.5226609946,2207,1169,1276,0,2,0,52,24,6,0.166134185304,10,3724,0,81.7297773444,79.8549043489,81.7442833605,0.804195804196, True
281.15,0.65,59.1208377466,1640,100691,67518,1,1,0,38,0,9,0.105555555556,14,60155,0,111.610605775,109.035856239,111.242001616,0.712166172107, True
0.0,0.05,52.2457598601,0,36,43,0,0,0,32,22,20,0.0924855491329,10,3171,5,120.320042788,109.663484346,112.738606336,0.438271604938, True
1187.4,0.35,41.173032719,11372,770,232,1,1,0,22,0,0,0.092050209205,12,40436,1,82.8997225083,78.0739623601,80.458924051,0.651376146789, True
32.05,0.0,58.2332313111,2256,3398,3555,0,2,1,80,17,7,0.160965794769,15,20022,0,113.940724316,110.719625279,113.744839711,0.871520342612, True
16.4210526316,7.94736842105,46.4013323905,6,32016,28750,0,0,0,35,0,6,0.0819672131148,13,551,8,101.930922074,99.9406441225,100.859989706,0.740554156171, True
391.95,0.1,47.7423162482,478,38,122,0,0,0,66,11,8,0.180327868852,10,85,12,88.6197564026,87.4908762557,89.3642297745,0.896142433234, True
3.5,0.1,36.334375334,17,33,45,1,2,0,45,18,8,0.141065830721,4,256,24,77.4211535812,75.5146520306,77.2171273854,0.809688581315, True
940.5,1149.55,40.5479782649,13,29384,22129,0,0,0,23,0,3,0.10407239819,11,478,105,70.251980733,69.1057673779,69.8244636483,0.86432160804, True
